media_type,media_series,creation_category,date,time_start,time_end,duration,media_title,video_type,video_subtype
Movies,Indiana Jones Series,Editing Video,11/10/2024,8:30:00 PM,8:59:00 PM,29,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/15/2024,10:01:00 AM,10:07:00 AM,6,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/15/2024,10:11:00 AM,10:18:00 AM,7,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/17/2024,6:29:00 PM,6:35:00 PM,6,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/21/2024,3:55:00 PM,4:38:00 PM,43,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/21/2024,4:45:00 PM,5:08:00 PM,23,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/22/2024,11:51:00 AM,12:08:00 PM,17,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/22/2024,12:14:00 PM,12:23:00 PM,9,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,11/22/2024,1:14:00 PM,3:52:00 PM,158,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,11/22/2024,3:57:00 PM,4:23:00 PM,26,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/22/2024,6:20:00 PM,6:24:00 PM,4,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/23/2024,8:52:00 AM,9:30:00 AM,38,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/23/2024,9:53:00 AM,10:04:00 AM,11,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/23/2024,10:13:00 AM,10:33:00 AM,20,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Recording Video,11/23/2024,1:47:00 PM,3:06:00 PM,79,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/23/2024,10:12:00 PM,10:52:00 PM,40,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Recording Video,11/24/2024,12:25:00 PM,1:02:00 PM,37,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Writing Script,11/24/2024,1:02:00 PM,1:16:00 PM,14,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,11/24/2024,1:16:00 PM,1:24:00 PM,8,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,11/24/2024,1:39:00 PM,2:45:00 PM,66,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/25/2024,9:15:00 AM,9:30:00 AM,15,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/25/2024,10:52:00 AM,11:25:00 AM,33,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/25/2024,3:37:00 PM,4:43:00 PM,66,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/25/2024,4:52:00 PM,5:15:00 PM,23,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/25/2024,5:20:00 PM,5:50:00 PM,30,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,11/25/2024,9:27:00 PM,10:26:00 PM,59,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Pictures,11/25/2024,11:17:00 PM,11:47:00 PM,30,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Uploading Video,11/25/2024,11:47:00 PM,12:00:00 AM,-1427,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Pictures,11/26/2024,2:23:00 PM,2:44:00 PM,21,Indiana Jones and the Last Crusade,Rankings,Scene Rankings
Movies,Indiana Jones Series,Recording Video,11/26/2024,2:55:00 PM,3:05:00 PM,10,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Writing Script,11/26/2024,3:05:00 PM,3:42:00 PM,37,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,11/26/2024,3:42:00 PM,3:46:00 PM,4,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,11/26/2024,3:46:00 PM,4:05:00 PM,19,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,11/26/2024,4:05:00 PM,4:59:00 PM,54,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/27/2024,12:54:00 PM,2:03:00 PM,69,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/27/2024,3:58:00 PM,4:40:00 PM,42,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/27/2024,4:48:00 PM,4:57:00 PM,9,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/28/2024,2:49:00 PM,3:30:00 PM,41,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/29/2024,1:01:00 PM,1:31:00 PM,30,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/29/2024,1:35:00 PM,1:48:00 PM,13,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/29/2024,1:52:00 PM,2:17:00 PM,25,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/29/2024,4:13:00 PM,5:05:00 PM,52,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,11/30/2024,2:07:00 PM,2:38:00 PM,31,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/2/2024,1:00:00 PM,2:55:00 PM,115,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/2/2024,3:42:00 PM,4:01:00 PM,19,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/2/2024,4:04:00 PM,4:52:00 PM,48,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/3/2024,11:28:00 AM,12:36:00 PM,68,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/3/2024,12:46:00 PM,1:27:00 PM,41,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/3/2024,2:39:00 PM,4:53:00 PM,134,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/3/2024,5:02:00 PM,5:42:00 PM,40,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/3/2024,11:11:00 PM,11:28:00 PM,17,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Uploading Video,12/3/2024,11:29:00 PM,11:43:00 PM,14,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/3/2024,11:43:00 PM,11:51:00 PM,8,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/4/2024,5:26:00 PM,5:30:00 PM,4,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/7/2024,8:30:00 AM,8:38:00 AM,8,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/7/2024,2:35:00 PM,3:06:00 PM,31,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/8/2024,3:54:00 PM,4:10:00 PM,16,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/8/2024,4:29:00 PM,4:38:00 PM,9,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/8/2024,4:46:00 PM,4:58:00 PM,12,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/9/2024,1:48:00 PM,2:05:00 PM,17,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/9/2024,2:15:00 PM,3:04:00 PM,49,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/9/2024,4:34:00 PM,5:31:00 PM,57,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/10/2024,11:06:00 AM,11:51:00 AM,45,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/10/2024,12:02:00 PM,12:24:00 PM,22,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/10/2024,12:29:00 PM,12:37:00 PM,8,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/10/2024,1:18:00 PM,1:55:00 PM,37,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/10/2024,2:00:00 PM,2:28:00 PM,28,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/10/2024,2:41:00 PM,2:46:00 PM,5,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/10/2024,2:51:00 PM,3:36:00 PM,45,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/10/2024,3:46:00 PM,3:56:00 PM,10,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/10/2024,4:00:00 PM,4:17:00 PM,17,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/10/2024,5:45:00 PM,5:58:00 PM,13,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,10:11:00 AM,10:24:00 AM,13,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,10:35:00 AM,10:44:00 AM,9,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,10:53:00 AM,11:24:00 AM,31,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,11:58:00 AM,12:05:00 PM,7,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,1:12:00 PM,1:30:00 PM,18,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,1:35:00 PM,1:41:00 PM,6,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,2:21:00 PM,2:27:00 PM,6,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/11/2024,2:57:00 PM,3:45:00 PM,48,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/11/2024,4:12:00 PM,4:42:00 PM,30,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/12/2024,9:41:00 AM,10:08:00 AM,27,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/12/2024,11:34:00 PM,11:39:00 PM,5,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/12/2024,11:39:00 PM,12:06:00 AM,-1413,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/13/2024,3:05:00 PM,3:24:00 PM,19,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/13/2024,4:21:00 PM,4:52:00 PM,31,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/13/2024,9:22:00 PM,10:02:00 PM,40,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/14/2024,10:59:00 AM,11:10:00 AM,11,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/14/2024,2:58:00 PM,5:04:00 PM,126,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/14/2024,8:15:00 PM,8:45:00 PM,30,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/14/2024,9:27:00 PM,11:20:00 PM,113,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Subtitles,12/15/2024,8:05:00 AM,8:44:00 AM,39,Indiana Jones and the Last Crusade,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/15/2024,9:24:00 AM,9:49:00 AM,25,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/15/2024,10:15:00 AM,10:43:00 AM,28,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/15/2024,11:37:00 AM,11:50:00 AM,13,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/15/2024,2:20:00 PM,3:54:00 PM,94,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/15/2024,8:35:00 PM,9:06:00 PM,31,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/15/2024,11:00:00 PM,11:24:00 PM,24,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/16/2024,12:34:00 PM,1:18:00 PM,44,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/16/2024,1:21:00 PM,2:18:00 PM,57,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/16/2024,3:36:00 PM,4:59:00 PM,83,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/16/2024,5:16:00 PM,5:58:00 PM,42,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/16/2024,7:38:00 PM,8:59:00 PM,81,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/16/2024,9:01:00 PM,9:37:00 PM,36,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,7:34:00 AM,8:08:00 AM,34,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,8:45:00 AM,9:04:00 AM,19,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,12:09:00 PM,12:33:00 PM,24,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,12:40:00 PM,12:50:00 PM,10,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,3:53:00 PM,4:35:00 PM,42,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,5:02:00 PM,5:42:00 PM,40,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,5:47:00 PM,6:43:00 PM,56,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,7:12:00 PM,7:27:00 PM,15,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,8:10:00 PM,9:26:00 PM,76,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/17/2024,9:40:00 PM,1:40:00 AM,-1200,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/18/2024,8:13:00 AM,8:24:00 AM,11,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/18/2024,8:39:00 AM,8:43:00 AM,4,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/18/2024,1:51:00 PM,2:25:00 PM,34,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/18/2024,2:38:00 PM,3:02:00 PM,24,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/18/2024,3:06:00 PM,3:16:00 PM,10,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/18/2024,3:18:00 PM,3:23:00 PM,5,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Uploading Video,12/18/2024,3:31:00 PM,3:50:00 PM,19,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/18/2024,3:51:00 PM,3:55:00 PM,4,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/19/2024,9:19:00 AM,9:37:00 AM,18,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Pictures,12/19/2024,9:56:00 AM,9:58:00 AM,2,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/20/2024,1:26:00 PM,2:10:00 PM,44,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/20/2024,3:13:00 PM,4:17:00 PM,64,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/20/2024,5:49:00 PM,6:27:00 PM,38,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/20/2024,8:44:00 PM,9:08:00 PM,24,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Writing Script,12/21/2024,9:44:00 AM,10:29:00 AM,45,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/21/2024,5:43:00 PM,6:55:00 PM,72,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Audio,12/22/2024,7:12:00 AM,7:19:00 AM,7,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/22/2024,7:21:00 AM,7:33:00 AM,12,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/22/2024,6:25:00 PM,6:32:00 PM,7,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/22/2024,9:26:00 PM,9:37:00 PM,11,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/23/2024,10:29:00 AM,11:06:00 AM,37,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/23/2024,12:16:00 PM,12:49:00 PM,33,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/23/2024,2:20:00 PM,2:31:00 PM,11,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/23/2024,2:31:00 PM,2:42:00 PM,11,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/23/2024,2:44:00 PM,3:28:00 PM,44,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/23/2024,5:46:00 PM,6:06:00 PM,20,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/23/2024,9:30:00 PM,10:07:00 PM,37,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/24/2024,8:29:00 AM,9:12:00 AM,43,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/24/2024,9:23:00 AM,9:37:00 AM,14,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/24/2024,9:42:00 AM,10:25:00 AM,43,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/24/2024,12:41:00 PM,1:29:00 PM,48,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/25/2024,9:35:00 AM,10:07:00 AM,32,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/25/2024,12:46:00 PM,12:58:00 PM,12,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/25/2024,10:46:00 PM,11:52:00 PM,66,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/26/2024,11:10:00 AM,11:46:00 AM,36,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/26/2024,11:52:00 AM,12:11:00 PM,19,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/26/2024,3:38:00 PM,4:44:00 PM,66,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,12/26/2024,4:59:00 PM,5:48:00 PM,49,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/26/2024,5:49:00 PM,5:59:00 PM,10,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/26/2024,6:03:00 PM,6:11:00 PM,8,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/27/2024,12:00:00 PM,1:56:00 PM,116,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/27/2024,2:03:00 PM,2:54:00 PM,51,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Picture,12/27/2024,5:21:00 PM,5:34:00 PM,13,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/27/2024,5:35:00 PM,5:56:00 PM,21,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Subtitles,12/28/2024,10:34:00 AM,10:35:00 AM,1,Indiana Jones and the Kingdom of the Crystal Skull,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/28/2024,12:52:00 PM,1:59:00 PM,67,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/28/2024,2:19:00 PM,2:40:00 PM,21,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/28/2024,4:21:00 PM,4:41:00 PM,20,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/28/2024,5:53:00 PM,6:03:00 PM,10,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/28/2024,6:28:00 PM,6:50:00 PM,22,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/29/2024,2:33:00 PM,3:01:00 PM,28,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/29/2024,7:30:00 PM,8:35:00 PM,65,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/30/2024,8:57:00 AM,9:26:00 AM,29,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/30/2024,1:25:00 PM,2:06:00 PM,41,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/30/2024,2:12:00 PM,3:42:00 PM,90,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Editing Video,12/30/2024,3:52:00 PM,4:20:00 PM,28,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Uploading Video,12/30/2024,5:27:00 PM,5:53:00 PM,26,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Jaws Series,Writing Script,1/1/2025,12:54:00 PM,12:56:00 PM,2,Jaws,Review,3 Things
Movies,Indiana Jones Series,Subtitles,1/1/2025,12:56:00 PM,1:03:00 PM,7,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Subtitles,1/1/2025,1:46:00 PM,2:09:00 PM,23,Indiana Jones and the Dial of Destiny,Review,3 Things
Movies,Indiana Jones Series,Recording Video,1/2/2025,4:21:00 PM,4:47:00 PM,26,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Indiana Jones Series,Recording Video,1/2/2025,5:01:00 PM,6:22:00 PM,81,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Indiana Jones Series,Recording Video,1/3/2025,3:48:00 PM,4:42:00 PM,54,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,1/3/2025,10:14:00 PM,10:50:00 PM,36,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Jaws Series,Writing Script,1/4/2025,1:48:00 PM,2:10:00 PM,22,Jaws,Review,3 Things
Movies,Jaws Series,Writing Script,1/5/2025,12:08:00 PM,12:31:00 PM,23,Jaws,Review,3 Things
Movies,Indiana Jones Series,Recording Video,1/6/2025,1:02:00 PM,1:16:00 PM,14,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,1/6/2025,1:16:00 PM,2:34:00 PM,78,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Indiana Jones Series,Editing Video,1/6/2025,2:59:00 PM,4:08:00 PM,69,Indiana Jones and the Kingdom of the Crystal Skull,Rankings,Scene Rankings
Movies,Jaws Series,Writing Script,1/7/2025,11:21:00 AM,12:07:00 PM,46,Jaws,Review,3 Things
Movies,Jaws Series,Writing Script,1/7/2025,2:36:00 PM,3:05:00 PM,29,Jaws,Review,3 Things
