media_type,media_series,creation_category,date,time_start,time_end,duration,media_title,video_type,video_subtype
Video Games,Soulsborne Games,Video notes,2/13/2023,10:45:00 AM,10:48:00 AM,3,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Processing Raw Video,2/13/2023,10:49:00 AM,10:52:00 AM,3,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/13/2023,10:53:00 AM,11:10:00 AM,17,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Promoting,2/13/2023,11:10:00 AM,11:16:00 AM,6,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/13/2023,11:16:00 AM,11:27:00 AM,11,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/13/2023,1:17:00 PM,1:51:00 PM,34,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/13/2023,3:46:00 PM,3:54:00 PM,8,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/13/2023,4:01:00 PM,4:18:00 PM,17,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video Notes,2/13/2023,11:14:00 PM,11:47:00 PM,33,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Research Youtube,2/14/2023,8:38:00 AM,8:44:00 AM,6,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Promoting,2/14/2023,9:40:00 AM,9:56:00 AM,16,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/14/2023,9:58:00 AM,10:53:00 AM,55,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Promoting,2/14/2023,10:54:00 AM,11:09:00 AM,15,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/14/2023,11:11:00 AM,11:39:00 AM,28,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/14/2023,3:27:00 PM,4:32:00 PM,65,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Processing Raw Video,2/15/2023,9:11:00 AM,9:33:00 AM,22,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Video notes,2/15/2023,10:58:00 AM,11:25:00 AM,27,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Recording Audio,2/15/2023,11:26:00 AM,12:19:00 PM,53,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Audio,2/15/2023,12:20:00 PM,1:28:00 PM,68,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/15/2023,4:29:00 PM,4:52:00 PM,23,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/15/2023,5:12:00 PM,5:33:00 PM,21,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/15/2023,10:45:00 PM,11:17:00 PM,32,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/16/2023,8:20:00 AM,10:53:00 AM,153,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/16/2023,11:08:00 AM,11:17:00 AM,9,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Stats,2/16/2023,11:18:00 AM,11:31:00 AM,13,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Editing Video,2/16/2023,11:50:00 AM,12:32:00 PM,42,Elden Ring,Review,Demi Human Chief
Video Games,Soulsborne Games,Uploading Video,2/16/2023,1:37:00 PM,2:08:00 PM,31,Elden Ring,Review,Demi Human Chief
Video Games,,Promoting,2/17/2023,3:50:00 PM,4:39:00 PM,49,,,
Video Games,Soulsborne Games,Stats,2/18/2023,7:24:00 AM,7:34:00 AM,10,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Processing Raw Video,2/18/2023,7:35:00 AM,7:38:00 AM,3,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,2/18/2023,10:42:00 PM,11:24:00 PM,42,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/19/2023,2:30:00 PM,3:01:00 PM,31,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/19/2023,10:08:00 PM,11:05:00 PM,57,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/21/2023,10:30:00 AM,12:13:00 PM,103,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/21/2023,12:42:00 PM,1:49:00 PM,67,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/21/2023,2:19:00 PM,2:32:00 PM,13,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/21/2023,4:07:00 PM,4:24:00 PM,17,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/21/2023,4:25:00 PM,4:50:00 PM,25,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/21/2023,11:38:00 PM,11:46:00 PM,8,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/21/2023,11:47:00 PM,12:06:00 AM,-1421,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/22/2023,9:43:00 AM,10:37:00 AM,54,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/22/2023,10:38:00 AM,11:06:00 AM,28,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/22/2023,11:29:00 AM,12:20:00 PM,51,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/22/2023,2:19:00 PM,2:42:00 PM,23,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/22/2023,2:42:00 PM,3:02:00 PM,20,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/22/2023,3:02:00 PM,3:10:00 PM,8,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video notes,2/22/2023,7:10:00 PM,7:25:00 PM,15,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video Notes,2/22/2023,7:53:00 PM,8:00:00 PM,7,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/22/2023,8:00:00 PM,8:12:00 PM,12,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/22/2023,8:24:00 PM,9:34:00 PM,70,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/23/2023,11:58:00 AM,12:13:00 PM,15,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/23/2023,12:14:00 PM,1:21:00 PM,67,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/23/2023,4:56:00 PM,5:01:00 PM,5,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video Notes,2/23/2023,5:01:00 PM,5:10:00 PM,9,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Recording Audio,2/23/2023,5:10:00 PM,5:37:00 PM,27,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/23/2023,7:04:00 PM,7:09:00 PM,5,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/23/2023,7:12:00 PM,7:19:00 PM,7,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/24/2023,8:00:00 AM,8:21:00 AM,21,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/24/2023,10:23:00 AM,12:37:00 PM,134,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/24/2023,1:44:00 PM,1:52:00 PM,8,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Watching and Edits,2/24/2023,1:53:00 PM,2:58:00 PM,65,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Uploading Video,2/24/2023,3:03:00 PM,3:10:00 PM,7,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Uploading Video,2/24/2023,3:37:00 PM,3:52:00 PM,15,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/25/2023,8:30:00 AM,9:00:00 AM,30,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Editing Video,2/25/2023,1:50:00 PM,2:18:00 PM,28,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Uploading Video,2/25/2023,2:49:00 PM,3:04:00 PM,15,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Watching and Edits,2/25/2023,3:19:00 PM,3:39:00 PM,20,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Pictures,2/27/2023,2:00:00 PM,2:30:00 PM,30,Elden Ring,Playthrough,Part 5
Video Games,Soulsborne Games,Video Notes,2/28/2023,9:08:00 AM,9:28:00 AM,20,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Outline,2/28/2023,9:29:00 AM,9:35:00 AM,6,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Pictures,2/28/2023,11:10:00 AM,11:48:00 AM,38,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Recording Audio,2/28/2023,11:49:00 AM,12:17:00 PM,28,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Recording Audio,2/28/2023,1:17:00 PM,2:34:00 PM,77,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Recording Audio,2/28/2023,2:35:00 PM,3:20:00 PM,45,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/1/2023,12:50:00 PM,12:55:00 PM,5,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/1/2023,1:34:00 PM,1:44:00 PM,10,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/1/2023,1:47:00 PM,3:04:00 PM,77,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/1/2023,3:35:00 PM,3:50:00 PM,15,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/1/2023,8:12:00 PM,9:31:00 PM,79,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Editing Video,3/2/2023,8:33:00 AM,9:29:00 AM,56,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Watching and Edits,3/2/2023,9:30:00 AM,9:47:00 AM,17,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Uploading Video,3/2/2023,10:05:00 AM,10:15:00 AM,10,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Pictures,3/2/2023,10:15:00 AM,10:26:00 AM,11,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Uploading Video,3/2/2023,10:27:00 AM,10:35:00 AM,8,Elden Ring,Review,Erdtree Burial Watchdog
Video Games,Soulsborne Games,Processing Raw Video,3/6/2023,8:24:00 AM,8:46:00 AM,22,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/6/2023,1:33:00 PM,1:41:00 PM,8,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,10:44:00 AM,11:07:00 AM,23,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/7/2023,11:07:00 AM,11:22:00 AM,15,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,11:27:00 AM,12:10:00 PM,43,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video notes,3/7/2023,2:33:00 PM,2:41:00 PM,8,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,2:42:00 PM,3:12:00 PM,30,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/7/2023,3:12:00 PM,3:19:00 PM,7,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,3:20:00 PM,3:22:00 PM,2,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/7/2023,3:22:00 PM,3:25:00 PM,3,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,3:29:00 PM,3:31:00 PM,2,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video notes,3/7/2023,4:15:00 PM,4:31:00 PM,16,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,9:51:00 PM,10:07:00 PM,16,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Pictures,3/7/2023,10:07:00 PM,10:16:00 PM,9,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/7/2023,10:17:00 PM,10:26:00 PM,9,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/7/2023,10:26:00 PM,10:30:00 PM,4,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Pictures,3/7/2023,10:31:00 PM,10:35:00 PM,4,Elden Ring,Playthrough,Part 6
Video Games,,Banner,3/8/2023,11:17:00 AM,11:52:00 AM,35,,,
Video Games,Soulsborne Games,Video Notes,3/8/2023,11:52:00 AM,12:08:00 PM,16,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Outline,3/8/2023,2:13:00 PM,2:21:00 PM,8,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Recording Audio,3/8/2023,3:07:00 PM,4:23:00 PM,76,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Pictures,3/8/2023,4:24:00 PM,4:37:00 PM,13,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Editing Video,3/8/2023,10:39:00 PM,10:47:00 PM,8,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Editing Video,3/8/2023,10:55:00 PM,11:22:00 PM,27,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Editing Video,3/9/2023,9:05:00 AM,9:19:00 AM,14,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Editing Video,3/9/2023,9:45:00 AM,11:45:00 AM,120,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Watching and Edits,3/9/2023,11:45:00 AM,11:59:00 AM,14,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Pictures,3/9/2023,11:59:00 AM,12:08:00 PM,9,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Uploading Video,3/9/2023,12:09:00 PM,12:25:00 PM,16,Elden Ring,Review,Mad Pumpkin Head
Video Games,Soulsborne Games,Video notes,3/10/2023,3:12:00 PM,4:09:00 PM,57,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/10/2023,10:29:00 PM,11:32:00 PM,63,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/11/2023,9:09:00 AM,9:24:00 AM,15,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/11/2023,9:24:00 AM,9:46:00 AM,22,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/13/2023,1:34:00 PM,1:42:00 PM,8,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/13/2023,2:17:00 PM,2:31:00 PM,14,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/13/2023,2:31:00 PM,2:44:00 PM,13,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/13/2023,3:15:00 PM,3:39:00 PM,24,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/13/2023,3:39:00 PM,4:10:00 PM,31,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/14/2023,12:29:00 PM,12:44:00 PM,15,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/14/2023,12:45:00 PM,1:09:00 PM,24,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/14/2023,1:09:00 PM,1:12:00 PM,3,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/14/2023,1:13:00 PM,1:18:00 PM,5,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/14/2023,1:22:00 PM,1:25:00 PM,3,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Video,3/14/2023,1:25:00 PM,1:50:00 PM,25,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Audio,3/14/2023,1:52:00 PM,1:59:00 PM,7,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,2:04:00 PM,2:13:00 PM,9,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,2:35:00 PM,3:08:00 PM,33,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Recording Video,3/14/2023,3:08:00 PM,3:14:00 PM,6,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,3:15:00 PM,3:27:00 PM,12,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,4:30:00 PM,5:00:00 PM,30,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,5:19:00 PM,5:34:00 PM,15,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/14/2023,7:14:00 PM,7:18:00 PM,4,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/14/2023,7:19:00 PM,7:22:00 PM,3,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/15/2023,7:44:00 AM,7:52:00 AM,8,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/15/2023,7:52:00 AM,8:53:00 AM,61,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/15/2023,10:07:00 AM,10:31:00 AM,24,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/15/2023,10:34:00 AM,10:50:00 AM,16,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/15/2023,11:09:00 AM,12:56:00 PM,107,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Processing Raw Video,3/15/2023,1:56:00 PM,2:11:00 PM,15,Elden Ring,Playthrough,Part 7
Video Games,Soulsborne Games,Video Notes,3/15/2023,3:47:00 PM,3:59:00 PM,12,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Writing Script,3/15/2023,9:48:00 PM,9:56:00 PM,8,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/15/2023,9:56:00 PM,10:48:00 PM,52,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Writing Script,3/16/2023,9:29:00 AM,9:56:00 AM,27,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Recording Video,3/16/2023,10:00:00 AM,10:35:00 AM,35,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Recording Audio,3/16/2023,10:35:00 AM,12:50:00 PM,135,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Recording Audio,3/16/2023,12:57:00 PM,1:27:00 PM,30,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Recording Audio,3/16/2023,2:30:00 PM,3:32:00 PM,62,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Watching and Edits,3/16/2023,3:32:00 PM,3:57:00 PM,25,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Pictures,3/16/2023,3:57:00 PM,4:07:00 PM,10,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Uploading Video,3/16/2023,4:07:00 PM,4:21:00 PM,14,Elden Ring,Review,Black Knife Assassin
Video Games,Soulsborne Games,Video Notes,3/20/2023,2:10:00 PM,2:20:00 PM,10,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Writing Script,3/20/2023,2:21:00 PM,3:04:00 PM,43,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Pictures,3/20/2023,3:08:00 PM,3:41:00 PM,33,Elden Ring,Review,Beastman of Farum Azula
Video Games,The Witcher Series,Processing Raw Video,3/21/2023,8:52:00 AM,8:56:00 AM,4,The Witcher 3,Review,Twisted Firestarter
Video Games,Soulsborne Games,Recording Audio,3/21/2023,10:14:00 AM,11:00:00 AM,46,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Editing Video,3/21/2023,11:01:00 AM,11:15:00 AM,14,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Recording Video,3/21/2023,11:39:00 AM,12:34:00 PM,55,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Editing Video,3/21/2023,1:51:00 PM,2:24:00 PM,33,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Editing Video,3/21/2023,2:55:00 PM,4:44:00 PM,109,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Editing Video,3/21/2023,8:24:00 PM,9:42:00 PM,78,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Watching and Edits,3/21/2023,9:42:00 PM,10:14:00 PM,32,Elden Ring,Review,Beastman of Farum Azula
Video Games,Soulsborne Games,Editing Video,3/22/2023,7:22:00 AM,8:30:00 AM,68,Elden Ring,Review,Beastman of Farum Azula
Video Games,,Watching and Edits,3/22/2023,8:30:00 AM,8:40:00 AM,10,,,
Video Games,,Uploading Video,3/22/2023,9:02:00 AM,9:20:00 AM,18,,,
Video Games,Soulsborne Games,Editing Video,3/23/2023,11:31:00 AM,12:17:00 PM,46,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/23/2023,1:57:00 PM,3:40:00 PM,103,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Editing Video,3/24/2023,2:13:00 PM,2:35:00 PM,22,Elden Ring,Playthrough,Part 6
Video Games,Soulsborne Games,Video Notes,3/24/2023,3:45:00 PM,3:59:00 PM,14,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/24/2023,4:00:00 PM,4:08:00 PM,8,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Audio,3/24/2023,4:12:00 PM,4:17:00 PM,5,Elden Ring,Review,Tree Sentinel
Video Games,The Witcher Series,Video Notes,3/24/2023,7:39:00 PM,7:50:00 PM,11,The Witcher 3,Review,Kaer Morhen
Video Games,Soulsborne Games,Video Notes,3/27/2023,1:17:00 PM,1:37:00 PM,20,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/27/2023,1:38:00 PM,2:11:00 PM,33,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/27/2023,2:15:00 PM,2:40:00 PM,25,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Audio,3/27/2023,3:42:00 PM,4:04:00 PM,22,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Audio,3/27/2023,10:14:00 PM,10:24:00 PM,10,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/27/2023,10:25:00 PM,10:31:00 PM,6,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Audio,3/27/2023,10:33:00 PM,10:39:00 PM,6,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Audio,3/27/2023,10:40:00 PM,11:12:00 PM,32,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Audio,3/27/2023,11:18:00 PM,11:46:00 PM,28,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/28/2023,11:43:00 AM,12:33:00 PM,50,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Writing Script,3/28/2023,12:47:00 PM,12:53:00 PM,6,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Audio,3/28/2023,12:56:00 PM,1:44:00 PM,48,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Audio,3/28/2023,1:45:00 PM,2:21:00 PM,36,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Video,3/28/2023,3:57:00 PM,4:36:00 PM,39,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Video,3/29/2023,8:41:00 AM,9:01:00 AM,20,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Video,3/29/2023,9:37:00 AM,10:13:00 AM,36,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Video,3/29/2023,10:48:00 AM,11:27:00 AM,39,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Video,3/29/2023,1:26:00 PM,2:53:00 PM,87,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Video,3/29/2023,4:02:00 PM,4:45:00 PM,43,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Video,3/29/2023,5:01:00 PM,5:28:00 PM,27,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/29/2023,9:40:00 PM,10:30:00 PM,50,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Recording Video,3/30/2023,8:51:00 AM,11:30:00 AM,159,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/30/2023,11:31:00 AM,11:56:00 AM,25,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/30/2023,12:09:00 PM,12:26:00 PM,17,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Editing Video,3/30/2023,12:26:00 PM,12:32:00 PM,6,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/30/2023,12:32:00 PM,12:40:00 PM,8,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Watching and Edits,3/30/2023,12:46:00 PM,1:38:00 PM,52,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/30/2023,1:48:00 PM,2:06:00 PM,18,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Uploading Video,3/30/2023,2:07:00 PM,2:15:00 PM,8,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Subtitles,3/30/2023,2:16:00 PM,2:45:00 PM,29,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Pictures,3/31/2023,8:31:00 AM,9:07:00 AM,36,Elden Ring,Review,Tree Sentinel
Video Games,Soulsborne Games,Stats,3/31/2023,5:00:00 PM,5:25:00 PM,25,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Video Notes,4/1/2023,9:58:00 PM,10:20:00 PM,22,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Writing Script,4/1/2023,10:21:00 PM,10:51:00 PM,30,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Promoting,4/3/2023,1:30:00 PM,1:42:00 PM,12,Elden Ring,,N/A
Video Games,Soulsborne Games,Writing Script,4/3/2023,1:43:00 PM,3:06:00 PM,83,Elden Ring,Review,Ulcerated Tree Spirit
